Path,Extension,TopLevelArea,LineCount,NonblankNoncommentLineCount,Category,CurrentRole,MainLine,DirectCallers,DynamicCallRisk,TestCoverage,DocumentationReferences,Decision,TargetPathOrReplacement,Risk,RequiredValidation,Evidence,Notes
tests/models/mrlfe/test_mrlfe_production_core_contract.m,.m,tests,79,69,tests and runners,"mRLFE contract or integration coverage",0,analysis/test_inventory/buildTestOwnership.m;tests/runners/run_mrlfe_production_core_contract_tests.m,none found,tests/runners/run_mrlfe_production_core_contract_tests.m,docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=2; test references=1; documentation references=1,""
tests/models/mrlfe/test_mrlfe_production_core_performance.m,.m,tests,45,40,tests and runners,"mRLFE contract or integration coverage",0,analysis/test_inventory/buildTestOwnership.m;analysis/test_inventory/runtime_measurement_plan.m;tests/runners/run_mrlfe_production_core_performance_tests.m,none found,tests/runners/run_mrlfe_production_core_performance_tests.m,docs/repository/test_suite_audit.md;docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=3; test references=1; documentation references=2,""
tests/models/mrlfe/test_mrlfe_production_core_presets.m,.m,tests,32,28,tests and runners,"mRLFE contract or integration coverage",0,analysis/test_inventory/buildTestOwnership.m;tests/runners/run_mrlfe_production_core_extended_tests.m,none found,tests/runners/run_mrlfe_production_core_extended_tests.m,docs/repository/test_suite_final_architecture.md;docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=2; test references=1; documentation references=2,""
tests/models/mrlfe/test_mrlfe_public_contract_characterization.m,.m,tests,55,48,tests and runners,"mRLFE contract or integration coverage",0,analysis/test_inventory/buildTestOwnership.m;analysis/test_inventory/runtime_measurement_plan.m;tests/runners/run_mrlfe_public_contract_tests.m,none found,tests/runners/run_mrlfe_public_contract_tests.m,docs/repository/test_runner_ownership.md;docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=3; test references=1; documentation references=2,""
tests/models/mrlfe/test_mrlfe_public_contract_defaults.m,.m,tests,77,66,tests and runners,"mRLFE contract or integration coverage",0,analysis/test_inventory/buildTestOwnership.m;tests/runners/run_mrlfe_public_api_contract_tests.m,none found,tests/runners/run_mrlfe_public_api_contract_tests.m,docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=2; test references=1; documentation references=1,""
tests/models/mrlfe/test_mrlfe_public_contract_result_schema.m,.m,tests,62,57,tests and runners,"mRLFE contract or integration coverage",0,analysis/test_inventory/buildTestOwnership.m;tests/runners/run_mrlfe_public_result_contract_tests.m,none found,tests/runners/run_mrlfe_public_result_contract_tests.m,docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=2; test references=1; documentation references=1,""
tests/models/mrlfe/test_mrlfe_public_contract_validation.m,.m,tests,96,76,tests and runners,"mRLFE contract or integration coverage",0,analysis/test_inventory/buildTestOwnership.m;tests/runners/run_mrlfe_public_api_contract_tests.m,none found,tests/runners/run_mrlfe_public_api_contract_tests.m,docs/repository/test_suite_runtime_evidence.md;docs/repository/validation_status.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=2; test references=1; documentation references=2,""
tests/models/mrlfe/test_mrlfe_residual_objective_contract.m,.m,tests,46,34,tests and runners,"mRLFE contract or integration coverage",0,tests/runners/run_mrlfe_smoke_tests.m,none found,tests/models/mrlfe/test_mrlfe_residual_objective_contract.m;tests/runners/run_mrlfe_smoke_tests.m,docs/models/mrlfe/archive/pending_cleanup.md;docs/repository/maintained_entrypoints.md;docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=1; test references=2; documentation references=3,""
tests/models/mrlfe/test_mrlfe_robust_start_contract.m,.m,tests,112,94,tests and runners,"mRLFE contract or integration coverage",0,analysis/test_inventory/buildTestOwnership.m;tests/runners/run_mrlfe_production_core_contract_tests.m,none found,tests/models/mrlfe/test_mrlfe_robust_start_contract.m;tests/runners/run_mrlfe_production_core_contract_tests.m,docs/repository/test_suite_audit.md;docs/repository/test_suite_runtime_evidence.md;docs/validation/mrlfe_robust_start.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=2; test references=2; documentation references=3,""
tests/models/mrlfe/test_mrlfe_smoke.m,.m,tests,47,35,tests and runners,"mRLFE contract or integration coverage",0,tests/models/mrlfe/test_mrlfe_maintained_entrypoints_naming.m;tests/runners/run_mrlfe_smoke_tests.m,none found,tests/models/mrlfe/test_mrlfe_maintained_entrypoints_naming.m;tests/models/mrlfe/test_mrlfe_smoke.m;tests/runners/run_mrlfe_smoke_tests.m,docs/repository/maintained_entrypoints.md;docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=2; test references=3; documentation references=2,""
tests/models/mrlfe/test_mrlfe_solve_frequency_override.m,.m,tests,62,53,tests and runners,"mRLFE contract or integration coverage",0,analysis/test_inventory/buildTestOwnership.m;tests/runners/run_mrlfe_production_core_contract_tests.m,none found,tests/models/mrlfe/test_mrlfe_solve_frequency_override.m;tests/runners/run_mrlfe_production_core_contract_tests.m,docs/repository/test_suite_audit.md;docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=2; test references=2; documentation references=2,""
tests/models/mrlfe/test_mrlfe_termination_policy.m,.m,tests,35,30,tests and runners,"mRLFE contract or integration coverage",0,analysis/test_inventory/buildTestOwnership.m;tests/runners/run_mrlfe_production_core_contract_tests.m,none found,tests/runners/run_mrlfe_production_core_contract_tests.m,docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=2; test references=1; documentation references=1,""
tests/models/mrlfe/test_mrlfe_tracking_quality_summary.m,.m,tests,63,50,tests and runners,"mRLFE contract or integration coverage",0,tests/runners/run_mrlfe_smoke_tests.m,none found,tests/models/mrlfe/test_mrlfe_tracking_quality_summary.m;tests/runners/run_mrlfe_smoke_tests.m,docs/models/mrlfe/archive/pending_cleanup.md;docs/repository/maintained_entrypoints.md;docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=1; test references=2; documentation references=3,""
tests/models/mrlfe/test_mrlfe_tracking_strategy_comparison.m,.m,tests,86,72,tests and runners,"mRLFE contract or integration coverage",0,tests/runners/run_mrlfe_smoke_tests.m,none found,tests/models/mrlfe/test_mrlfe_tracking_strategy_comparison.m;tests/runners/run_mrlfe_smoke_tests.m,docs/models/mrlfe/archive/pending_cleanup.md;docs/repository/maintained_entrypoints.md;docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=1; test references=2; documentation references=3,""
tests/models/mrlfe/test_mrlfe_viscous_default_internal_tracking_grid.m,.m,tests,50,39,tests and runners,"mRLFE contract or integration coverage",0,tests/runners/run_mrlfe_smoke_tests.m,none found,tests/models/mrlfe/test_mrlfe_viscous_default_internal_tracking_grid.m;tests/runners/run_mrlfe_smoke_tests.m,docs/repository/maintained_entrypoints.md;docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=1; test references=2; documentation references=2,""
tests/run_mrlfe_legacy_cleanup_tests.m,.m,tests,2,2,tests and runners,"mRLFE contract or integration coverage",0,analysis/test_inventory/buildTestOwnership.m;tests/runners/run_all_smoke_tests.m;tests/runners/run_mrlfe_smoke_tests.m,none found,tests/run_mrlfe_legacy_cleanup_tests.m;tests/runners/run_all_smoke_tests.m;tests/runners/run_mrlfe_smoke_tests.m,docs/models/mrlfe/README.md;docs/models/mrlfe/atlas_policy_notes.md;docs/models/mrlfe/docs_cleanup_audit.md;docs/repository/docs_foundation_cleanup_audit.md;docs/repository/maintained_entrypoints.md;docs/repository/repository_cleanup_audit_2026-07-14.md;docs/repository/repository_cleanup_phase1_report.md;docs/repository/repository_hygiene_plan.md;docs/repository/test_runner_ownership.md;docs/repository/test_suite_audit.md;docs/repository/validation_status.md;docs/workflows/fitting/validation_suite.md;docs/workflows/gui/adapter_architecture.md;examples/mrlfe/diagnostics/README.md;tests/README.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=3; test references=3; documentation references=15,""
tests/run_mrlfe_production_core_tests.m,.m,tests,2,2,tests and runners,"mRLFE contract or integration coverage",0,analysis/test_inventory/buildTestInventory.m;analysis/test_inventory/runtime_measurement_plan.m,explicit dynamic reference,tests/run_mrlfe_production_core_tests.m,docs/models/mrlfe/README.md;docs/repository/maintained_entrypoints.md;docs/repository/mrlfe_line_and_repository_density_audit.md;docs/repository/repository_cleanup_audit_2026-07-14.md;docs/repository/repository_cleanup_phase1_report.md;docs/repository/repository_hygiene_plan.md;docs/repository/test_runner_ownership.md;docs/repository/test_suite_audit.md;docs/repository/test_suite_audit_brief.md;docs/repository/test_suite_runtime_evidence.md;docs/repository/validation_status.md;docs/validation/mrlfe_grid_presets.md;docs/validation/mrlfe_robust_start.md;examples/mrlfe/diagnostics/README.md;tests/README.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=2; test references=1; documentation references=15,""
tests/run_mrlfe_public_contract_tests.m,.m,tests,2,2,tests and runners,"mRLFE contract or integration coverage",0,analysis/test_inventory/buildTestOwnership.m;tests/runners/run_extended_integration_tests.m,none found,tests/run_mrlfe_public_contract_tests.m;tests/runners/run_extended_integration_tests.m,docs/models/mrlfe/README.md;docs/repository/maintained_entrypoints.md;docs/repository/mrlfe_line_and_repository_density_audit.md;docs/repository/repository_cleanup_audit_2026-07-14.md;docs/repository/repository_cleanup_phase1_report.md;docs/repository/repository_hygiene_plan.md;docs/repository/test_runner_ownership.md;docs/repository/test_suite_audit.md;docs/repository/test_suite_audit_brief.md;docs/repository/test_suite_final_architecture.md;docs/repository/validation_status.md;examples/mrlfe/diagnostics/README.md;tests/README.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=2; test references=2; documentation references=13,""
tests/run_mrlfe_smoke_tests.m,.m,tests,2,2,tests and runners,"mRLFE contract or integration coverage",0,analysis/test_inventory/buildTestOwnership.m;tests/runners/run_all_smoke_tests.m;tests/runners/run_quick_smoke_tests.m,none found,tests/run_mrlfe_smoke_tests.m;tests/runners/run_all_smoke_tests.m;tests/runners/run_quick_smoke_tests.m,docs/archive/fitting_phases/fitting_phase8_status.md;docs/models/acoustoelastic_iop_hgo/diagnostics/branch_policy_numerical_review.md;docs/models/mrlfe/docs_cleanup_audit.md;docs/repository/docs_foundation_cleanup_audit.md;docs/repository/maintained_entrypoints.md;docs/repository/repository_cleanup_audit_2026-07-14.md;docs/repository/repository_cleanup_phase1_report.md;docs/repository/repository_hygiene_plan.md;docs/repository/test_runner_ownership.md;docs/repository/test_suite_audit.md;docs/repository/validation_status.md;tests/README.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=3; test references=3; documentation references=12,""
tests/runners/run_mrlfe_fit_public_solver_tests.m,.m,tests,15,12,tests and runners,"mRLFE contract or integration coverage",0,analysis/test_inventory/buildTestOwnership.m;tests/models/mrlfe/test_mrlfe_legacy_cleanup_characterization.m;tests/runners/run_extended_integration_tests.m,none found,tests/models/mrlfe/test_mrlfe_legacy_cleanup_characterization.m;tests/runners/run_extended_integration_tests.m,docs/models/mrlfe/README.md;docs/models/mrlfe/atlas_policy_notes.md;docs/models/mrlfe/docs_cleanup_audit.md;docs/models/mrlfe/fitting_workflow.md;docs/repository/docs_foundation_cleanup_audit.md;docs/repository/maintained_entrypoints.md;docs/repository/mrlfe_line_and_repository_density_audit.md;docs/repository/repository_cleanup_audit_2026-07-14.md;docs/repository/repository_cleanup_phase1_report.md;docs/repository/repository_hygiene_plan.md;docs/repository/test_baseline_failure_diagnosis.md;docs/repository/test_runner_ownership.md;docs/repository/test_suite_audit.md;docs/repository/test_suite_runtime_evidence.md;docs/repository/validation_status.md;docs/validation/execution_profile_end_to_end_validation.md;docs/validation/mrlfe_grid_presets.md;docs/workflows/fitting/architecture.md;docs/workflows/fitting/validation_suite.md;docs/workflows/gui/integration_audit.md;docs/workflows/gui/interface_parameter_audit.md;docs/workflows/gui/main_pending_cleanup.md;docs/workflows/gui/mrlfe_atlas_policy_integration.md;examples/mrlfe/diagnostics/README.md;tests/README.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=3; test references=2; documentation references=25,""
tests/runners/run_mrlfe_fitting_regression_tests.m,.m,tests,13,9,tests and runners,"mRLFE contract or integration coverage",0,analysis/test_inventory/buildTestOwnership.m;tests/runners/run_extended_integration_tests.m,none found,tests/runners/run_extended_integration_tests.m,docs/repository/test_runner_ownership.md;docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=2; test references=1; documentation references=2,""
tests/runners/run_mrlfe_legacy_cleanup_tests.m,.m,tests,13,10,tests and runners,"mRLFE contract or integration coverage",0,analysis/test_inventory/buildTestOwnership.m;tests/run_mrlfe_legacy_cleanup_tests.m;tests/runners/run_all_smoke_tests.m;tests/runners/run_mrlfe_smoke_tests.m,none found,tests/run_mrlfe_legacy_cleanup_tests.m;tests/runners/run_all_smoke_tests.m;tests/runners/run_mrlfe_smoke_tests.m,docs/models/mrlfe/README.md;docs/models/mrlfe/atlas_policy_notes.md;docs/models/mrlfe/docs_cleanup_audit.md;docs/repository/docs_foundation_cleanup_audit.md;docs/repository/maintained_entrypoints.md;docs/repository/repository_cleanup_audit_2026-07-14.md;docs/repository/repository_cleanup_phase1_report.md;docs/repository/repository_hygiene_plan.md;docs/repository/test_runner_ownership.md;docs/repository/test_suite_audit.md;docs/repository/validation_status.md;docs/workflows/fitting/validation_suite.md;docs/workflows/gui/adapter_architecture.md;examples/mrlfe/diagnostics/README.md;tests/README.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=4; test references=3; documentation references=15,""
tests/runners/run_mrlfe_main_gui_public_solver_tests.m,.m,tests,14,11,tests and runners,"mRLFE contract or integration coverage",0,analysis/test_inventory/buildTestOwnership.m;tests/runners/run_extended_integration_tests.m,none found,tests/runners/run_extended_integration_tests.m,docs/models/mrlfe/README.md;docs/repository/maintained_entrypoints.md;docs/repository/mrlfe_line_and_repository_density_audit.md;docs/repository/repository_hygiene_plan.md;docs/repository/test_runner_ownership.md;docs/repository/test_suite_audit.md;docs/repository/validation_status.md;examples/mrlfe/diagnostics/README.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=2; test references=1; documentation references=8,""
tests/runners/run_mrlfe_neutral_production_helper_tests.m,.m,tests,14,11,tests and runners,"mRLFE contract or integration coverage",0,analysis/test_inventory/buildTestOwnership.m;tests/runners/run_extended_integration_tests.m,none found,tests/runners/run_extended_integration_tests.m,docs/models/mrlfe/README.md;docs/repository/repository_cleanup_phase1_report.md;docs/repository/repository_hygiene_plan.md;docs/repository/test_runner_ownership.md;docs/repository/test_suite_audit.md;docs/repository/validation_status.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=2; test references=1; documentation references=6,""
tests/runners/run_mrlfe_production_core_contract_tests.m,.m,tests,16,12,tests and runners,"mRLFE contract or integration coverage",0,analysis/test_inventory/buildTestOwnership.m;tests/runners/run_mrlfe_production_core_tests.m;tests/runners/run_numerical_regression_tests.m,none found,tests/runners/run_mrlfe_production_core_tests.m;tests/runners/run_numerical_regression_tests.m,docs/repository/test_runner_ownership.md;docs/repository/validation_status.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=3; test references=2; documentation references=2,""
tests/runners/run_mrlfe_production_core_extended_tests.m,.m,tests,13,9,tests and runners,"mRLFE contract or integration coverage",0,analysis/test_inventory/buildTestOwnership.m;tests/runners/run_mrlfe_neutral_production_helper_tests.m;tests/runners/run_mrlfe_production_core_tests.m,none found,tests/runners/run_mrlfe_neutral_production_helper_tests.m;tests/runners/run_mrlfe_production_core_tests.m,,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=3; test references=2; documentation references=0,""
tests/runners/run_mrlfe_production_core_performance_tests.m,.m,tests,12,8,tests and runners,"mRLFE contract or integration coverage",0,analysis/test_inventory/buildTestOwnership.m;tests/runners/run_mrlfe_production_core_tests.m;tests/runners/run_performance_and_benchmark_tests.m,none found,tests/runners/run_mrlfe_production_core_tests.m;tests/runners/run_performance_and_benchmark_tests.m,,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=3; test references=2; documentation references=0,""
tests/runners/run_mrlfe_production_core_tests.m,.m,tests,16,10,tests and runners,"mRLFE contract or integration coverage",0,analysis/test_inventory/buildTestInventory.m;analysis/test_inventory/runtime_measurement_plan.m;tests/run_mrlfe_production_core_tests.m,explicit dynamic reference,tests/run_mrlfe_production_core_tests.m,docs/models/mrlfe/README.md;docs/repository/maintained_entrypoints.md;docs/repository/mrlfe_line_and_repository_density_audit.md;docs/repository/repository_cleanup_audit_2026-07-14.md;docs/repository/repository_cleanup_phase1_report.md;docs/repository/repository_hygiene_plan.md;docs/repository/test_runner_ownership.md;docs/repository/test_suite_audit.md;docs/repository/test_suite_audit_brief.md;docs/repository/test_suite_runtime_evidence.md;docs/repository/validation_status.md;docs/validation/mrlfe_grid_presets.md;docs/validation/mrlfe_robust_start.md;examples/mrlfe/diagnostics/README.md;tests/README.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=3; test references=1; documentation references=15,""
tests/runners/run_mrlfe_public_api_contract_tests.m,.m,tests,12,9,tests and runners,"mRLFE contract or integration coverage",0,analysis/test_inventory/buildTestOwnership.m;tests/runners/run_mrlfe_public_contract_tests.m;tests/runners/run_quick_contract_tests.m,none found,tests/runners/run_mrlfe_public_contract_tests.m;tests/runners/run_quick_contract_tests.m,docs/repository/test_runner_ownership.md;docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=3; test references=2; documentation references=2,""
tests/runners/run_mrlfe_public_contract_tests.m,.m,tests,37,30,tests and runners,"mRLFE contract or integration coverage",0,analysis/test_inventory/buildTestOwnership.m;tests/run_mrlfe_public_contract_tests.m;tests/runners/run_extended_integration_tests.m,none found,tests/run_mrlfe_public_contract_tests.m;tests/runners/run_extended_integration_tests.m,docs/models/mrlfe/README.md;docs/repository/maintained_entrypoints.md;docs/repository/mrlfe_line_and_repository_density_audit.md;docs/repository/repository_cleanup_audit_2026-07-14.md;docs/repository/repository_cleanup_phase1_report.md;docs/repository/repository_hygiene_plan.md;docs/repository/test_runner_ownership.md;docs/repository/test_suite_audit.md;docs/repository/test_suite_audit_brief.md;docs/repository/test_suite_final_architecture.md;docs/repository/validation_status.md;examples/mrlfe/diagnostics/README.md;tests/README.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=3; test references=2; documentation references=13,""
tests/runners/run_mrlfe_public_result_contract_tests.m,.m,tests,12,8,tests and runners,"mRLFE contract or integration coverage",0,analysis/test_inventory/buildTestOwnership.m;tests/runners/run_mrlfe_public_contract_tests.m;tests/runners/run_numerical_regression_tests.m,none found,tests/runners/run_mrlfe_public_contract_tests.m;tests/runners/run_numerical_regression_tests.m,docs/repository/test_runner_ownership.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=3; test references=2; documentation references=1,""
tests/runners/run_mrlfe_smoke_tests.m,.m,tests,113,87,tests and runners,"mRLFE contract or integration coverage",0,analysis/test_inventory/buildTestOwnership.m;tests/run_mrlfe_smoke_tests.m;tests/runners/run_all_smoke_tests.m;tests/runners/run_quick_smoke_tests.m,none found,tests/run_mrlfe_smoke_tests.m;tests/runners/run_all_smoke_tests.m;tests/runners/run_quick_smoke_tests.m,docs/archive/fitting_phases/fitting_phase8_status.md;docs/models/acoustoelastic_iop_hgo/diagnostics/branch_policy_numerical_review.md;docs/models/mrlfe/docs_cleanup_audit.md;docs/repository/docs_foundation_cleanup_audit.md;docs/repository/maintained_entrypoints.md;docs/repository/repository_cleanup_audit_2026-07-14.md;docs/repository/repository_cleanup_phase1_report.md;docs/repository/repository_hygiene_plan.md;docs/repository/test_runner_ownership.md;docs/repository/test_suite_audit.md;docs/repository/validation_status.md;tests/README.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=4; test references=3; documentation references=12,""
tests/runners/run_mrlfe_sweeptool_public_solver_tests.m,.m,tests,13,10,tests and runners,"mRLFE contract or integration coverage",0,analysis/test_inventory/buildTestOwnership.m;tests/runners/run_extended_integration_tests.m,none found,tests/runners/run_extended_integration_tests.m,docs/models/mrlfe/README.md;docs/repository/maintained_entrypoints.md;docs/repository/mrlfe_line_and_repository_density_audit.md;docs/repository/repository_hygiene_plan.md;docs/repository/test_runner_ownership.md;docs/repository/test_suite_audit.md;docs/repository/validation_status.md;examples/mrlfe/diagnostics/README.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=2; test references=1; documentation references=8,""
tests/shared/fitting/test_fit_validation_mrlfe.m,.m,tests,57,47,tests and runners,"mRLFE contract or integration coverage",0,tests/runners/run_fit_validation_tests.m,none found,tests/runners/run_fit_validation_tests.m,docs/repository/maintained_entrypoints.md;docs/repository/test_suite_runtime_evidence.md;docs/workflows/fitting/validation_suite.md;tests/README.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=1; test references=1; documentation references=4,""
tests/shared/fitting/test_fit_validation_mrlfe_hidden_params.m,.m,tests,41,28,tests and runners,"mRLFE contract or integration coverage",0,tests/runners/run_fit_validation_tests.m,none found,tests/runners/run_fit_validation_tests.m,docs/archive/fitting_phases/fitting_phase8_status.md;docs/repository/docs_foundation_cleanup_audit.md;docs/repository/maintained_entrypoints.md;docs/repository/test_suite_runtime_evidence.md;docs/workflows/fitting/validation_suite.md;tests/README.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=1; test references=1; documentation references=6,""
